###FILE ALREADY PARSED###
13201.18 0 1
13201.18 0 6
13299.22 0 5
13397.26 0 2
13397.26 0 4
13495.29 0 5
13593.33 0 6
13593.33 0 1
13691.37 0 7
13789.41 0 6
13789.41 0 2
13887.45 0 5
13985.49 0 4
13985.49 0 1
14083.53 0 5
14181.57 0 2
14181.57 0 6
14279.61 0 7
14377.65 0 1
14377.65 0 6
14475.69 0 5
14573.73 0 2
14573.73 0 4
14671.77 0 5
14769.8 0 6
14769.8 0 4
14769.8 0 2
14965.88 0 6
14965.88 0 2
14965.88 0 4
15161.96 0 6
15161.96 0 4
15161.96 0 2
15358.04 0 6
15358.04 0 2
15358.04 0 4
15554.12 0 6
15554.12 0 2
15554.12 0 4
15750.2 0 4
15750.2 0 2
15750.2 0 6
15946.28 0 4
15946.28 0 2
15946.28 0 6
16142.35 0 4
16142.35 0 2
16142.35 0 6
16338.43 0 4
16338.43 0 2
16338.43 0 6
16534.510000000002 0 4
16534.510000000002 0 2
16534.510000000002 0 6
16730.59 0 6
16730.59 0 2
16730.59 0 4
16926.67 0 2
16926.67 0 4
16926.67 0 6
17122.75 0 7
17150.76 0 6
17178.77 0 5
17206.78 0 4
17234.79 0 3
17262.8 0 2
17290.81 0 1
17318.82 0 7
17346.84 0 6
17374.85 0 5
17402.86 0 4
17430.87 0 3
17458.88 0 2
17486.89 0 1
17514.9 0 7
17542.91 0 6
17570.92 0 5
17598.94 0 4
17626.95 0 3
17654.96 0 2
17682.97 0 1
17907.06 0 1
17907.06-18733.510000000002 0 3
18423.59 0 4
18526.9 0 5
18630.2 0 6
18733.51 0 7
18733.51-19559.96 0 4
19250.04 0 1
19353.34 0 2
19456.65 0 3
19559.95-19973.170000000002 0 6
19559.95 0 5
19973.18-20386.4 0 5
20076.48 0 2
20179.79 0 3
20283.09 0 4
20386.4 0 6
20386.4-21626.07 0 7
20799.62-21006.23 0 3
21006.23-21212.84 0 2
21212.85-21626.07 0 1
21626.07-21832.68 0 1
21626.07-21832.68 0 3
21832.68-22039.29 0 4
21832.68-22039.29 0 2
22039.29-22452.510000000002 0 6
22039.29-22452.510000000002 0 3
22452.51-22865.73 0 5
22452.52 0 1
22555.82 0 2
22659.13 0 3
22762.43 0 4
22865.74 0 1
22865.74-23278.960000000003 0 7
23278.96-23485.57 0 6
23278.96 0 1
23382.27 0 2
23485.57-23692.18 0 5
23485.57 0 3
23588.88 0 4
23692.18-24105.4 0 6
23692.18 0 7
24105.41 0 3
24105.41-24312.02 0 5
24312.02 0 2
24312.02-24518.63 0 4
24518.63-24931.850000000002 0 2
24518.63 0 1
24621.94 0 3
24725.24 0 4
24828.55 0 5
24931.85-25345.07 0 4
24931.85 0 3
25035.16 0 5
25138.47 0 6
25241.77 0 7
25345.08-27411.190000000002 0 1
25345.08-27411.190000000002 0 3
25448.38 0 2
25551.69 0 4
25654.99 0 5
25758.3 0 2
25861.61 0 4
25964.91 0 5
26068.22 0 6
26171.52 0 2
26274.83 0 4
26378.13 0 5
26481.44 0 6
26584.75 0 7
26688.05 0 6
26791.36 0 5
26894.66 0 4
26997.97 0 6
27101.28 0 5
27204.58 0 4
27307.89 0 2
27411.19-27617.8 0 1
27411.19 0 7
27514.5 0 6
27617.8-27824.41 0 2
27617.8 0 5
27721.11 0 4
27824.41-28650.86 0 3
27824.42-28340.949999999997 0 1
28237.64 0 4
28340.94 0 5
28340.94 0 1
28444.25 0 6
28444.25 0 2
28547.56 0 7
28547.56 0 1
28650.86-29477.31 0 4
28650.86 0 3
29064.09 0 1
29167.39 0 2
29167.39 0 5
29270.7 0 3
29270.7 0 6
29374 0 5
29374 0 7
29477.31-29993.84 0 1
29477.31-29890.530000000002 0 6
29890.53-30303.75 0 5
29993.84 0 1
30097.14 0 2
30200.45 0 3
30303.75-31543.42 0 7
30303.75 0 6
30303.75 0 4
30407.06 0 5
30510.37 0 4
30613.67 0 3
30716.98 0 5
30716.98-30923.59 0 6
30820.28 0 4
30923.59 0 3
30923.59-31130.2 0 5
31026.9 0 2
31130.2 0 1
31130.2-31336.81 0 4
31543.42-31750.03 0 3
31543.42-31750.03 0 1
31750.03-31956.64 0 4
31750.04-31956.65 0 2
31956.65-32369.870000000003 0 3
31956.65-32369.870000000003 0 6
32369.87-32783.09 0 5
32369.87 0 1
32473.18 0 2
32576.48 0 3
32679.79 0 4
32783.09-33196.31 0 7
32783.09 0 1
33196.32 0 1
33196.32-33402.93 0 6
33299.62 0 2
33402.93 0 3
33402.93-33609.54 0 5
33506.23 0 4
33609.54 0 7
33609.54-34022.76 0 6
34022.76-34229.37 0 4
34022.76-34229.37 0 3
34229.37-34435.98 0 5
34229.37-34435.98 0 2
34435.98-34849.200000000004 0 2
34435.99-35262.439999999995 0 1
34435.99 0 3
34539.29 0 4
34642.6 0 5
34745.9 0 6
34849.21 0 3
34849.21-35262.43 0 4
34952.52 0 5
35055.82 0 6
35159.13 0 7
35262.43-37328.55 0 3
35262.43-37328.55 0 1
35262.43 0 2
35365.74 0 4
35469.04 0 5
35572.35 0 6
35675.66 0 2
35778.96 0 4
35882.27 0 5
35985.57 0 7
36088.88 0 6
36192.18 0 5
36295.49 0 4
36398.8 0 2
36502.1 0 7
36605.41 0 6
36708.71 0 5
36812.02 0 4
36915.32 0 2
37018.63 0 4
37121.94 0 5
37225.24 0 6
37328.55 0 7
37328.55-37535.16 0 2
37431.85 0 4
37535.16 0 5
37535.16-37741.770000000004 0 3
37638.46 0 6
37741.77-38966.259999999995 0 4
37741.77 0 7
37843.81 0 6
37945.85 0 5
38047.89 0 3
38149.93 0 6
38251.97 0 5
38354.02 0 3
38456.06 0 2
38558.1 0 5
38660.14 0 3
38762.18 0 2
38864.22 0 1
38966.26-39170.340000000004 0 6
38966.26 0 5
39068.3 0 4
39170.34-39374.42 0 7
39170.34 0 3
39272.38 0 2
39374.42-40190.75 0 6
39374.42 0 4
39476.46 0 5
39578.5 0 4
39680.55 0 3
39782.59 0 4
39884.63 0 3
39986.67 0 2
40088.71 0 1
40190.75-40598.91 0 5
40190.75 0 4
40292.79 0 3
40394.83 0 2
40496.87 0 1
40598.91-40802.990000000005 0 5
40598.91 0 3
40700.95 0 1
40802.99-41007.07 0 6
40802.99 0 4
40905.04 0 1
41007.08 0 5
41007.08-41415.240000000005 0 7
41109.12 0 4
41211.16 0 3
41313.2 0 2
41415.24 0 4
41415.24-41823.4 0 6
41517.28 0 3
41619.32 0 2
41721.36 0 1
41823.4-42231.560000000005 0 5
41823.4 0 4
41925.44 0 3
42027.48 0 2
42129.53 0 1
42231.57 0 4
42231.57-42639.73 0 6
42333.61 0 3
42435.65 0 2
42537.69 0 1
42639.73 0 5
42639.73-43047.89000000001 0 7
42741.77 0 3
42843.81 0 2
42945.85 0 1
43047.89-43864.22 0 6
43047.89 0 2
43149.93 0 3
43251.97 0 4
43354.02 0 5
43456.06 0 4
43558.1 0 3
43660.14 0 2
43762.18 0 1
43864.22 0 4
43864.22-44272.380000000005 0 5
43966.26 0 3
44068.3 0 2
44170.34 0 1
44272.38-45513.759999999995 0 4
44272.38 0 7
44375.83 0 6
44479.28 0 5
44582.73 0 3
44686.17 0 2
44789.62 0 1
44893.07 0 7
44996.52 0 6
45099.97 0 5
45203.41 0 3
45306.86 0 2
45410.31 0 1
45513.76 0 3
45513.76-45720.66 0 6
45617.21 0 1
45720.66 0 4
45720.66-45927.560000000005 0 7
45824.1 0 1
45927.55-46755.14 0 6
45927.55 0 3
46031 0 5
46134.45 0 4
46237.9 0 3
46341.35 0 4
46444.79 0 3
46548.24 0 2
46651.69 0 1
46755.14 0 4
46755.14-47168.93 0 5
46858.59 0 3
46962.04 0 2
47065.48 0 1
47168.93-47375.83 0 5
47168.93 0 3
47272.38 0 1
47375.83 0 4
47375.83-47582.73 0 6
47479.28 0 1
47582.73 0 2
47582.73-48410.32 0 7
47686.17 0 3
47789.62 0 4
47893.07 0 5
47996.52 0 1
48099.97 0 2
48203.41 0 3
48306.86 0 4
48410.31-49237.899999999994 0 6
48410.31 0 5
48513.76 0 4
48617.21 0 3
48720.66 0 2
48824.1 0 4
48927.55 0 3
49031 0 2
49134.45 0 1
49237.9 0 2
49237.9-50065.49 0 5
49341.35 0 3
49444.79 0 4
49548.24 0 6
49651.69 0 2
49755.14 0 3
49858.59 0 4
49962.04 0 6
50065.48 0 7
50065.49-50893.079999999994 0 4
50168.93 0 6
50272.38 0 5
50375.83 0 3
50479.28 0 6
50582.73 0 5
50686.17 0 3
50789.62 0 2
50893.07-51720.659999999996 0 7
50893.07 0 1
50996.52 0 2
51099.97 0 3
51203.41 0 4
51306.86 0 2
51410.31 0 3
51513.76 0 4
51617.21 0 5
51720.66 0 4
51720.66-52548.25 0 6
51824.1 0 3
51927.55 0 2
52031 0 1
52134.45 0 5
52237.9 0 4
52341.35 0 3
52444.79 0 2
52548.24-53168.93 0 7
52548.24 0 1
52651.69 0 2
52755.14 0 3
52858.59 0 4
52962.04 0 3
53065.48 0 4
53168.93-53375.83 0 7
53168.93 0 5
53272.38 0 6
53375.83 0 1
53375.83-55444.8 0 7
53479.28 0 2
53582.73 0 3
53686.17 0 4
53789.62 0 2
53893.07 0 3
53996.52 0 4
54099.97 0 5
54203.41 0 6
54306.86 0 4
54410.31 0 3
54513.76 0 4
54617.21 0 5
54720.66 0 6
54824.1 0 5
54927.55 0 4
55031 0 3
55134.45 0 2
55134.45 0 6
55237.9 0 5
55341.35 0 4
55444.79 0 3
55444.8-55651.700000000004 0 1
55548.24 0 4
55651.69-55858.590000000004 0 2
55651.69 0 5
55755.14 0 6
55858.59 0 7
55858.59-56686.17999999999 0 3
55858.59 0 1
56065.49 0 2
56272.38 0 4
56479.28 0 5
56686.18-57513.77 0 4
56686.18 0 2
56893.07 0 3
57099.97 0 5
57306.87 0 7
57513.76-57927.55 0 6
57513.76 0 1
57720.66 0 2
57927.55-58341.340000000004 0 5
57927.55 0 3
58134.45 0 4
58341.35-59582.729999999996 0 7
58341.35 0 2
58548.24 0 3
58755.14 0 4
58962.04 0 6
59168.93 0 4
59375.83 0 5
59582.73-59789.630000000005 0 3
59582.73 0 6
59789.62-59996.520000000004 0 4
59789.62 0 7
59996.52-60410.31 0 6
59996.52 0 1
60203.42 0 2
60410.31-60824.1 0 5
60410.31 0 3
60617.21 0 2
60824.11-61252.68 0 7
60824.11 0 1
61038.39 0 2
61252.68-61466.97 0 6
61252.68 0 3
61466.96-61681.25 0 5
61466.96 0 4
61681.25-62109.82 0 6
61681.25 0 3
61895.54 0 4
62109.82-62538.39 0 7
62109.82 0 5
62324.11 0 4
62538.39-63395.53 0 3
62538.39 0 1
62752.68 0 2
62966.96 0 4
63181.25 0 5
63395.54-64252.68 0 4
63395.54 0 2
63609.82 0 3
63824.11 0 5
64038.39 0 7
64252.68-64681.25 0 6
64252.68 0 1
64466.96 0 2
64681.25-65109.82 0 5
64681.25 0 3
64895.54 0 4
65109.82-66395.54 0 7
65109.82 0 2
65324.11 0 3
65538.39 0 4
65752.68 0 6
65966.96 0 4
66181.25 0 5
66395.54-66609.82999999999 0 3
66395.54 0 6
66609.82-66824.11 0 4
66609.82 0 7
66824.11-67252.68000000001 0 6
66824.11 0 1
67038.39 0 2
67252.68-67681.25 0 5
67252.68 0 3
67466.96 0 2
67681.25-68109.82 0 7
67681.25 0 1
67895.54 0 2
68109.82-68324.11 0 6
68109.82 0 3
68324.11-68538.4 0 5
68324.11 0 4
68538.39-68966.96 0 6
68538.39 0 3
68752.68 0 5
68966.96-69395.53000000001 0 4
68966.96 0 7
69181.25 0 6
69395.54-70719.06999999999 0 5
69395.54 0 1
69616.12 0 2
69836.71 0 3
70057.3 0 2
70277.89 0 6
70498.48 0 7
70719.06-70939.65 0 6
70939.65-71160.23999999999 0 7
71160.24-72042.59000000001 0 6
71160.24 0 1
71380.83 0 2
71601.42 0 3
71822.01 0 2
72042.59-72483.76999999999 0 4
72042.59 0 6
72263.18 0 7
72483.77-72704.36 0 4
72704.36-72924.95 0 5
72924.95-73379.48999999999 0 6
72924.95 0 1
73152.22 0 2
73379.49-73834.04000000001 0 5
73379.49 0 3
73606.77 0 2
73834.04-74288.57999999999 0 4
74061.31 0 6
74288.58-74743.13 0 3
74288.58 0 7
74743.13-75204.67 0 4
74743.13 0 1
74973.9 0 2
75204.67-76127.75 0 3
75204.67 0 4
75435.44 0 5
75666.21 0 6
75896.98 0 7
76127.74-76589.28 0 2
76589.28-78017.85 0 1
76589.28 0 2
76827.38 0 3
77065.47 0 4
77303.57 0 5
77541.66 0 6
77779.76 0 7
78017.85-78255.95000000001 0 6
78255.95-78494.05 0 7
78494.05-79461.79000000001 0 6
78494.05 0 1
78735.98 0 2
78977.92 0 3
79219.85 0 5
79461.79-79945.65999999999 0 4
79461.79 0 6
79703.72 0 7
79945.66-80187.59 0 4
80187.59-80429.53 0 5
80429.53-80921.33 0 6
80429.53 0 1
80675.43 0 2
80921.33-81413.13 0 5
80921.33 0 3
81167.23 0 2
81413.14-81913.14 0 4
81413.14 0 3
81663.14 0 7
81913.14-82413.14 0 3
81913.14 0 6
82163.14 0 5
82413.14-82930.38 0 4
82413.14 0 1
82671.76 0 2
82930.38-83422.18000000001 0 3
82930.38 0 5
83176.28 0 4
83422.18 0 5
83668.08 0 6
83913.98 0 7
84159.89 0 6
84405.79 0 5
84655.79 0 4
84905.79 0 3
85155.79 0 2
85405.79 0 1
85655.79 0 7
85905.79 0 6
86155.79 0 5
86405.79 0 4
86655.79 0 3
86905.79 0 2
87155.79 0 1
87405.79 0 7
87655.79 0 6
87905.79 0 5
88155.79 0 4
88405.79 0 3
88678.51 0 2
88951.24 0 1
89223.97 0 7
89496.7 0 6
89769.42 0 5
90042.15 0 4
90417.15 0 3
92892.15 0 2
93792.15 0 6
93942.15 0 7
94092.15 0 6
94167.15 0 7
94242.15 0 6
94317.15 0 7
94392.15 0 6
94467.15 0 7
94542.15 0 6
94617.15 0 7
94692.15 0 6
94767.15 0 7
94842.15 0 6
94917.15 0 7
94992.15 0 6
95067.15 0 7
95142.15 0 6
95217.15 0 7
95292.15 0 6
95367.15 0 7
95442.15 0 6
95517.15 0 7
95592.15 0 6
95667.15 0 7
95742.15 0 6
95817.15 0 7
95892.15 0 6
95967.15 0 7
96042.15 0 6
96117.15 0 7
96192.15 0 6
96267.15 0 7
96342.15 0 6
96417.15 0 7
96492.15 0 6
96567.15 0 7
96642.15 0 6
96717.15 0 7
96792.15 0 6
96867.15 0 7
96942.15 0 6
97017.15 0 7
97092.15 0 6
97167.15 0 7
97212.15 0 5
97212.15 0 3
97212.15 0 4
97242.15 0 6
97317.15 0 7
97332.15 0 5
97332.15 0 2
97332.15 0 3
97392.15 0 6
97452.15 0 4
97452.15 0 3
97452.15 0 2
97467.15 0 7
97542.15 0 6
97572.15 0 1
97572.15 0 4
97572.15 0 2
97617.15 0 7
97692.15 0 6
97692.15 0 2
97692.15 0 1
97692.15 0 3
97767.15 0 7
97842.15 0 6
98412.15-101874.67 0 2
98412.15-101874.67 0 1
101874.68 0 6
101874.68 0 7
102039.51 0 5
102204.35 0 4
102204.35 0 6
102369.18 0 3
102534.02 0 2
102534.02 0 5
102698.85 0 3
102863.69 0 4
102863.69 0 1
103028.52 0 5
103193.36 0 6
103193.36 0 1
103358.19 0 5
103523.03 0 4
103523.03 0 2
103687.86 0 3
103852.7 0 2
103852.7 0 6
104017.53 0 3
104182.37 0 4
104182.37 0 7
104347.2 0 5
104512.04 0 7
104512.04 0 6
104676.87 0 5
104841.71 0 6
104841.71 0 4
105006.54 0 3
105171.38 0 5
105171.38 0 2
105336.21 0 3
105501.05 0 1
105501.05 0 4
105665.88 0 5
105830.72 0 1
105830.72 0 6
105995.55 0 5
106160.39 0 2
106160.39 0 4
106325.23 0 3
106490.06 0 6
106490.06 0 2
106654.9 0 3
106819.73 0 7
106819.73 0 4
106984.57 0 5
107149.4 0 7
107149.4 0 6
107314.24 0 5
107479.07 0 6
107479.07 0 4
107643.91 0 3
107808.74 0 5
107808.74 0 2
107973.58 0 3
108138.41 0 1
108138.41 0 4
108303.25 0 5
108468.08 0 1
108468.08 0 6
108632.92 0 5
108797.75 0 2
108797.75 0 4
108962.59 0 3
109127.42 0 6
109127.42 0 2
109292.26 0 3
109457.09 0 7
109457.09 0 4
109621.93 0 5
109786.76 0 7
109786.76 0 6
109951.6 0 5
110116.43 0 6
110116.43 0 4
110281.27 0 3
110446.1 0 5
110446.1 0 2
110610.94 0 3
110775.77 0 1
110775.77 0 4
110940.61 0 5
111105.44 0 1
111105.44 0 6
111270.28 0 5
111435.12 0 2
111435.12 0 4
111599.95 0 3
111764.79 0 6
111764.79 0 2
111929.62 0 3
112094.46 0 4
112094.46 0 7
112259.29 0 5
112424.13 0 1
112424.13 0 3
112588.96 0 2
112588.96 0 4
112753.8 0 3
112753.8 0 5
112918.63 0 4
112918.63 0 6
113083.47 0 1
113083.47 0 3
113248.3 0 2
113248.3 0 4
113413.14 0 3
113413.14 0 5
113577.97 0 4
113577.97 0 6
113742.81 0 1
113742.81 0 3
113907.64 0 2
113907.64 0 4
114072.48 0 3
114072.48 0 5
114237.31 0 4
114237.31 0 6
114402.15 0 1
114402.15 0 3
114566.98 0 2
114566.98 0 4
114731.82 0 3
114731.82 0 5
114896.65 0 6
114896.65 0 4
115061.49 0 1
115061.49 0 3
115226.32 0 2
115226.32 0 4
115391.16 0 5
115391.16 0 3
115555.99 0 6
115555.99 0 4
115720.83 0 3
115720.83 0 1
115885.66 0 2
115885.66 0 4
116050.5 0 5
116050.5 0 3
116215.33 0 6
116215.33 0 4
116380.17 0 3
116380.17 0 1
116545.01 0 2
116545.01 0 4
116709.84 0 3
116709.84 0 5
116874.68 0 4
116874.68 0 6
117039.51 0 1
117039.51 0 3
117204.35 0 4
117204.35 0 2
117369.18 0 5
117369.18 0 3
117534.02 0 4
117534.02 0 6
117698.85 0 7
117698.85 0 1
117698.85 0 2
117808.74 0 6
117863.69 0 2
117863.69 0 3
117918.63 0 5
118028.52 0 3
118028.52 0 4
118138.41 0 2
118193.36 0 4
118193.36 0 5
118248.3 0 1
118358.19 0 2
118358.19 0 1
118358.19 0 7
118468.08 0 6
118523.03 0 2
118523.03 0 3
118577.97 0 5
118687.86 0 4
118687.86 0 3
118797.75 0 2
118852.7 0 4
118852.7 0 5
118907.64 0 1
119017.53 0 2
119017.53 0 1
119017.53 0 7
119127.42 0 6
119182.37 0 2
119182.37 0 3
119237.31 0 5
119347.2 0 3
119347.2 0 4
119457.09 0 2
119512.04 0 5
119512.04 0 4
119566.98 0 1
119676.87 0 7
119676.87 0 2
119676.87 0 1
119786.76 0 6
119841.71 0 2
119841.71 0 3
119896.65 0 5
120006.54 0 3
120006.54 0 4
120116.43 0 2
120171.38 0 4
120171.38 0 5
120226.32 0 1
120336.21-15500000000000000001 0 4
120336.21-15500000000000000000 0 1
120336.22-15500000000000000000 0 2
120446.1-15500000000000000001 0 5
120555.99-15500000000000000001 0 6
120555.99-15500000000000000000 0 1
120556-15500000000000000000 0 2
120665.88-15500000000000000001 0 7
120775.77-15500000000000000001 0 4
120775.77-15500000000000000000 0 1
120775.78-15500000000000000000 0 2
120885.66-15500000000000000001 0 5
120995.55-15500000000000000001 0 6
120995.55-15500000000000000000 0 1
120995.56-15500000000000000000 0 2
121105.44-15500000000000000001 0 7
121215.33-15500000000000000001 0 5
121215.33-15500000000000000000 0 1
121215.34-15500000000000000000 0 2
121325.22-15500000000000000001 0 6
121435.12-15500000000000000001 0 4
121435.12-15500000000000000000 0 1
121435.12-15500000000000000000 0 2
121545.01-15500000000000000001 0 5
121654.9-15500000000000000001 0 7
121654.9-15500000000000000000 0 1
121654.9-15500000000000000000 0 2
121764.79-15500000000000000001 0 5
121874.68-15500000000000000001 0 6
121874.68-15500000000000000000 0 1
121874.68-15500000000000000000 0 2
121984.57-15500000000000000001 0 4
122094.46-15500000000000000001 0 5
122094.46-15500000000000000000 0 1
122094.46-15500000000000000000 0 2
122204.35-15500000000000000001 0 6
122314.24-15500000000000000000 0 2
122314.24-15500000000000000000 0 1
122314.24-15500000000000000001 0 7
122424.13-15500000000000000001 0 5
122534.02-15500000000000000001 0 6
122534.02-15500000000000000000 0 1
122534.02-15500000000000000000 0 2
122643.91-15500000000000000001 0 4
122753.8-15500000000000000001 0 5
122753.8-15500000000000000000 0 1
122753.8-15500000000000000000 0 2
122863.69-15500000000000000001 0 6
122973.58-15500000000000000001 0 6
122973.58-15500000000000000000 0 1
122973.58-15500000000000000000 0 2
123083.47-15500000000000000001 0 7
123193.36-15500000000000000001 0 6
123193.36-15500000000000000000 0 1
123193.36-15500000000000000000 0 2
123303.25-15500000000000000001 0 4
123413.14-15500000000000000001 0 5
123413.14-15500000000000000000 0 1
123413.14-15500000000000000000 0 2
123523.03-15500000000000000001 0 6
123632.92-15500000000000000001 0 6
123632.92-15500000000000000000 0 1
123632.92-15500000000000000000 0 2
123742.81-15500000000000000001 0 7
123852.7-15500000000000000001 0 6
123852.7-15500000000000000000 0 1
123852.7-15500000000000000000 0 2
123962.59-15500000000000000001 0 4
124072.48-15500000000000000001 0 5
124072.48-15500000000000000000 0 1
124072.48-15500000000000000000 0 2
124182.37-15500000000000000001 0 6
124292.26-15500000000000000001 0 7
124386.01 0 2
124386.01 0 1
124417.26 0 5
124542.26 0 6
124542.26 0 3
124542.26 0 2
124667.26 0 4
124708.92 0 2
124708.92 0 3
124792.26 0 5
124854.76 0 4
124854.76 0 3
124917.26 0 6
125042.26 0 7
125042.26 0 1
125042.26 0 2
125167.26 0 5
125229.76 0 2
125229.76 0 3
125292.26 0 6
125417.26 0 4
125417.26 0 3
125417.26 0 2
125542.26 0 5
125604.76 0 3
125604.76 0 4
125667.26 0 6
125792.26-126019.53 0 5
125792.26 0 4
125868.02 0 2
125943.78 0 3
126019.53-126246.8 0 6
126019.53 0 1
126095.29 0 5
126171.05 0 3
126246.81-126928.63 0 7
126246.81 0 4
126322.56 0 2
126398.32 0 3
126474.08 0 1
126549.84 0 6
126625.59 0 4
126701.35 0 5
126777.11 0 3
126852.87 0 4
126928.62-127155.89 0 6
126928.62 0 2
127004.38 0 3
127080.14 0 1
127155.9 0 4
127155.9-127307.42 0 5
127231.65 0 2
127307.41 0 3
127307.41-127458.92 0 6
127383.17 0 1
127458.93 0 2
127458.93-127610.43999999999 0 5
127534.68 0 7
127610.44-128064.98 0 4
127610.44 0 1
127686.2 0 6
127761.96 0 7
127837.72 0 5
127913.47 0 6
127989.23 0 3
128064.99-128292.26000000001 0 5
128064.99 0 4
128140.75 0 2
128216.5 0 3
128292.26-128519.53 0 6
128292.26 0 1
128368.02 0 2
128443.78 0 7
128519.53-128974.06999999999 0 5
128519.53 0 1
128595.29 0 6
128671.05 0 7
128746.81 0 4
128822.56 0 6
128898.32 0 3
128974.08-129428.63 0 2
128974.08 0 5
129049.84 0 1
129125.59 0 4
129201.35 0 1
129277.11 0 3
129352.87 0 7
129428.62-129883.15999999999 0 4
129428.62 0 5
129504.38 0 6
129580.14 0 3
129655.9 0 5
129731.65 0 2
129807.41 0 7
129883.17-130337.72 0 3
129883.17 0 5
129958.93 0 6
130034.68 0 4
130110.44 0 5
130186.2 0 2
130261.96 0 4
130337.72-130792.26 0 5
130337.72 0 1
130413.47 0 3
130489.23 0 1
130564.99 0 2
130640.75 0 7
130716.5 0 2
130792.26-131246.8 0 1
130792.26 0 6
130868.02 0 7
130943.78 0 5
131019.53 0 6
131095.28999999998 0 3
131171.05 0 2
131246.8-131477.57 0 5
131246.8 0 4
131323.72 0 2
131400.65 0 3
131477.57-131708.34 0 6
131477.57 0 1
131554.49 0 5
131631.42 0 3
131708.34-132400.65 0 7
131708.34 0 4
131785.26 0 2
131862.19 0 3
131939.11 0 1
132016.03 0 6
132092.95 0 4
132169.88 0 5
132246.8 0 3
132323.72 0 4
132400.65-132631.41999999998 0 6
132400.65 0 2
132477.57 0 3
132554.49 0 1
132631.42 0 4
132631.42-132785.27000000002 0 5
132708.34 0 2
132785.26 0 3
132785.26-132939.11000000002 0 6
132862.19 0 1
132939.11 0 7
132939.11-133092.96 0 5
133016.03 0 6
133092.95-133554.49000000002 0 4
133092.95 0 7
133169.88 0 5
133246.8 0 6
133323.72 0 2
133400.65 0 3
133477.57 0 1
133554.49-133785.25999999998 0 5
133554.49 0 2
133631.42 0 1
133708.34 0 7
133785.26-134016.03 0 6
133785.26 0 3
133862.19 0 4
133939.11 0 2
134016.03-134477.57 0 5
134016.03 0 3
134092.95 0 1
134169.88 0 2
134246.8 0 7
134323.72 0 1
134400.65 0 4
134477.57-134939.11000000002 0 6
134477.57 0 5
134554.49 0 3
134631.42 0 4
134708.34 0 2
134785.26 0 3
134862.19 0 1
134939.11-135400.65 0 6
134939.11 0 7
135016.03 0 4
135092.95 0 5
135169.88 0 3
135246.8 0 4
135323.72 0 2
135400.65-135862.19 0 5
135400.65 0 3
135477.57 0 1
135554.49 0 7
135631.42 0 4
135708.34 0 6
135785.26 0 3
135862.19-136323.73 0 7
135862.19 0 5
135939.11 0 2
136016.03 0 4
136092.95 0 1
136169.88 0 3
136246.8 0 1
136323.72-136785.26 0 6
136323.72 0 5
136381.42 0 3
136439.11 0 4
136496.8 0 2
136554.49 0 3
136612.19 0 1
136669.88 0 4
136727.57 0 2
136785.26-137012.53 0 5
136785.26 0 1
