###FILE ALREADY PARSED###
171570 0 5
171695 0 3
171820 0 6
171945 0 5
172070 0 2
172195 0 3
172320 0 4
172445 0 7
172570 0 6
172632 0 7
172695 0 6
172820 0 5
172945 0 4
173070 0 3
173195 0 4
173320 0 7
173445 0 6
173570 0 5
173695 0 4
173820 0 3
173945 0 2
174070-177070 0 1
174195 0 3
174320 0 4
174445 0 5
174570 0 6
174695 0 7
174945 0 3
175070 0 4
175195 0 5
175320 0 6
175445 0 7
175695 0 3
175820 0 4
175945 0 5
176070 0 6
176195 0 7
176445 0 3
176570 0 4
176695 0 5
176820 0 6
176945 0 7
177070-180070 0 2
177195 0 3
177320 0 4
177445 0 5
177570 0 6
177695 0 7
177945 0 3
178070 0 4
178195 0 5
178320 0 6
178445 0 7
178695 0 3
178820 0 4
178945 0 5
179070 0 6
179195 0 7
179445 0 3
179570 0 4
179695 0 5
179820 0 6
179945 0 7
180070-183070 0 1
180195 0 3
180320 0 4
180445 0 5
180570 0 6
180695 0 7
180945 0 3
181070 0 4
181195 0 5
181320 0 6
181445 0 7
181695 0 3
181820 0 4
181945 0 5
182070 0 6
182195 0 7
182445 0 3
182570 0 4
182695 0 5
182820 0 6
182945 0 7
183070-186070 0 2
183195 0 3
183320 0 4
183445 0 5
183570 0 6
183695 0 7
183945 0 3
184070 0 4
184195 0 5
184320 0 6
184445 0 7
184695 0 3
184820 0 4
184945 0 5
185070 0 6
185195 0 7
185445 0 3
185570 0 4
185695 0 5
185820 0 6
185945 0 7
186070 0 2
186195 0 3
186320 0 4
186445 0 1
186445 0 5
186570 0 6
186695 0 7
186820 0 2
186945 0 3
187070 0 4
187195 0 1
187195 0 5
187320 0 6
187445 0 7
187570 0 2
187695 0 3
187820 0 4
187945 0 1
187945 0 5
188070 0 6
188195 0 7
188320 0 2
188445 0 3
188570 0 4
188695 0 1
188695 0 5
188820 0 6
188945 0 7
189070 0 2
189195 0 3
189320 0 4
189445 0 1
189445 0 5
189570 0 6
189695 0 7
189820 0 2
189945 0 3
190070 0 4
190195 0 1
190195 0 5
190320 0 6
190445 0 7
190570 0 2
190695 0 3
190820 0 4
190945 0 1
190945 0 5
191070 0 6
191195 0 7
191320 0 2
191445 0 3
191570 0 4
191695 0 1
191695 0 5
191820 0 6
191945 0 7
192070 0 2
192195 0 3
192320 0 4
192445 0 1
192445 0 5
192570 0 6
192695 0 7
192820 0 2
192945 0 3
193070 0 4
193195 0 1
193195 0 5
193320 0 6
193445 0 7
193570 0 2
193695 0 3
193820 0 4
193945 0 1
193945 0 5
194070 0 6
194195 0 7
194320 0 2
194445 0 3
194570 0 4
194695 0 1
194695 0 5
194820 0 6
194945 0 7
195070 0 2
195195 0 3
195320 0 4
195445 0 1
195445 0 5
195570 0 6
195695 0 7
195820 0 2
195945 0 3
196070 0 4
196195 0 1
196195 0 5
196320 0 6
196445 0 7
196570 0 2
196695 0 3
196820 0 4
196945 0 1
196945 0 5
197070 0 6
197195 0 7
197320 0 2
197445 0 3
197570 0 4
197695 0 1
197695 0 5
197820 0 6
197945 0 7
198070 0 3
198070 0 4
198070-201070 0 6
198445 0 1
198445 0 2
198820 0 3
198820 0 4
199195 0 1
199195 0 2
199570 0 3
199570 0 4
199945 0 1
199945 0 2
200320 0 3
200320 0 4
200695 0 1
200695 0 2
201070 0 4
201070 0 5
201070-204070 0 7
201445 0 2
201445 0 3
201820 0 4
201820 0 5
202195 0 2
202195 0 3
202570 0 4
202570 0 5
202945 0 2
202945 0 3
203320 0 4
203320 0 5
203695 0 2
203695 0 3
204070 0 3
204070 0 4
204070-207070 0 6
204445 0 1
204445 0 2
204820 0 3
204820 0 4
205195 0 1
205195 0 2
205570 0 3
205570 0 4
205945 0 1
205945 0 2
206320 0 3
206320 0 4
206695 0 1
206695 0 2
207070 0 4
207070 0 5
207070-208570 0 1
207445 0 2
207445 0 3
207820 0 4
207820 0 5
208195 0 2
208195 0 3
208570 0 4
208570 0 5
208570-210070 0 7
208945 0 2
208945 0 3
209320 0 4
209320 0 5
209695 0 2
209695 0 3
210070-210445 0 3
210445-210820 0 4
210820-211195 0 5
211195-211945 0 6
211945-212320 0 5
212320-212695 0 4
212695-213445 0 2
213445-213820 0 3
214570-214945 0 5
214945-215320 0 4
215320-215695 0 5
215695-216070 0 6
216070-216445 0 7
216445-216820 0 6
217570-217945 0 5
217945-218320 0 4
218320-218695 0 5
218695-219070 0 7
219070-219445 0 6
219445-219820 0 4
219820-220195 0 5
220195-220570 0 3
220570-220945 0 4
220945-221320 0 2
221320-221695 0 3
221695-222070 0 1
222070-222445 0 2
222445-222820 0 3
222820-223195 0 4
223195-223570 0 6
223570-223945 0 5
223945-224320 0 4
224320-224695 0 3
224695-225070 0 1
225070-226570 0 2
226570-226945 0 1
226945-227320 0 2
227320-227695 0 3
227695-228070 0 4
228070-228445 0 5
228445-228820 0 3
228820-229195 0 5
229195-229570 0 7
229570-229945 0 6
230320-230695 0 5
230695-231070 0 7
231070-231445 0 6
231445-231820 0 5
231820-232195 0 4
232195-232570 0 3
232570-232945 0 2
232945-233320 0 1
233320-233695 0 4
233695-234070 0 3
234070 0 6
234070 0 7
234070-234570 0 2
234570-235070 0 3
235070-235570 0 4
235570-237070 0 3
236070 0 5
236070 0 6
237070-237570 0 2
237570-241570 0 3
238070 0 4
238070 0 6
240070 0 4
240070 0 5
241570-242070 0 4
242070 0 6
242070 0 7
242070-242570 0 2
242570-243070 0 3
243070-243570 0 4
243570-245570 0 3
244070 0 5
244070 0 7
245570-246070 0 2
246070 0 5
246070 0 6
246070-246570 0 3
246570 0 4
246736 0 3
246903 0 4
247070-247570 0 5
247570-248320 0 4
248070 0 6
248070 0 7
249070-249570 0 1
249570-250070 0 4
250070 0 5
250070 0 7
250070-250570 0 2
250570-251070 0 3
251070-251570 0 4
251570-253070 0 3
252070 0 6
252070 0 7
253070-253570 0 1
253570-257570 0 3
254070 0 5
254070 0 6
256070 0 4
256070 0 6
257570-258070 0 4
258070 0 5
258070 0 6
258070-258570 0 2
258570-259070 0 3
259070-259570 0 4
259570-261570 0 3
260070 0 4
260070 0 6
261570-262070 0 1
262070 0 6
262070 0 7
262070-262570 0 2
262570-263070 0 3
263070-263570 0 4
263570-264070 0 5
264070 0 6
264070 0 7
264070-264570 0 4
264570-265070 0 3
265070-265570 0 2
265570-266070 0 3
266070-270070 0 2
274070 0 1
274570 0 2
275070 0 3
275570 0 4
276070 0 2
276070 0 5
276570 0 4
277070 0 5
277570 0 6
278070 0 1
278070 0 4
280070 0 1
281070 0 2
281070 0 3
281570 0 4
282070 0 1
282070 0 5
282570 0 2
282570 0 4
283070 0 3
283070 0 5
283570 0 6
284070 0 1
284070 0 4
284570 0 2
285070 0 3
285570 0 4
286070 0 1
286070 0 5
286570 0 2
286570 0 4
287070 0 3
287070 0 5
287570 0 4
287570 0 7
288070 0 1
288070 0 6
288570 0 2
289070 0 3
289570 0 4
290070 0 1
290570 0 2
291070 0 3
291570 0 4
292070 0 2
292070 0 5
292570 0 4
293070 0 5
293570 0 6
294070 0 1
294070 0 4
296070 0 1
297070 0 2
297070 0 3
297570 0 4
298070 0 1
298070 0 5
298570 0 2
298570 0 4
299070 0 3
299070 0 5
299570 0 6
300070 0 1
300070 0 4
300570 0 2
301070 0 3
301570 0 4
302070 0 1
302070 0 5
302570 0 2
302570 0 4
303070 0 3
303070 0 5
303570 0 4
303570 0 6
304070 0 1
304070 0 7
304570 0 2
304570 0 6
305070 0 3
305070 0 5
305570 0 4
306070 0 4
306070 0 7
308070 0 5
308070 0 6
310070 0 2
310070 0 5
312070 0 3
312070 0 4
314070 0 2
314070 0 3
316070 0 1
316070 0 2
317070 0 1
317570 0 5
318070 0 4
318070 0 5
319070 0 4
319570 0 3
320070 0 1
320070 0 2
321070 0 1
322070-322570 0 1
322570-323070 0 2
323070 0 1
323070-323570 0 3
323570 0 2
323570-324070 0 4
324070 0 3
324070-324570 0 5
324570 0 1
324570-325070 0 4
325070 0 2
325070 0 3
325070-325570 0 5
325570 0 1
325570-326070 0 6
326070 0 3
326070 0 4
326070-328570 0 5
326570 0 1
327070 0 2
327070 0 3
327570 0 1
328070 0 3
328070 0 4
329070 0 1
329070 0 2
329070-329570 0 3
329570-330070 0 4
330028 0 1
330070 0 2
330070-330570 0 5
330111 0 3
330570 0 2
330570-331070 0 4
331070 0 3
331070-331570 0 5
331570 0 4
331570-332070 0 6
332070 0 1
332070 0 3
332070-333070 0 5
332570 0 2
333070-333570 0 3
333570 0 2
333570-334070 0 4
334070 0 1
334070 0 6
334070-334570 0 5
334570 0 2
334570-335070 0 4
335070 0 3
335070 0 7
335070-335570 0 5
335570 0 4
335570-336070 0 6
336070 0 3
336070 0 7
336070-338070 0 5
337070 0 1
337070 0 2
337070 0 4
337070 0 6
337570 0 3
338070-338570 0 1
338570-339070 0 2
339070-339570 0 3
339570 0 2
339570-340070 0 4
340070 0 1
340070-340570 0 5
340570 0 2
340570-341070 0 4
341070 0 3
341070-341570 0 5
341570 0 2
341570-342070 0 6
342070 0 1
342070 0 3
342070-344570 0 5
343070 0 1
343070 0 3
344070 0 1
344070 0 2
345070 0 1
345070 0 2
345070-345570 0 3
345570-346070 0 4
346070 0 2
346070 0 3
346070-346570 0 5
346570 0 1
346570-347070 0 4
347070 0 2
347070 0 3
347070-347570 0 5
347570 0 1
347570-348070 0 6
348070 0 2
348070 0 3
348070-349070 0 5
348570 0 1
349070 0 2
349070-349570 0 3
349570 0 1
349570-350070 0 4
350070 0 2
350070 0 3
350070-350570 0 5
350570-351070 0 4
351070-351570 0 5
351570-352070 0 6
352070 0 3
352070 0 4
352070-352570 0 7
352570-353070 0 6
353070 0 2
353070-353570 0 5
353570-354070 0 6
354070 0 1
354070 0 7
354070-356570 0 4
356070 0 3
356070 0 6
358070 0 3
358070 0 6
358070-359570 0 5
359570-362070 0 4
360070 0 2
360070 0 5
362070 0 2
362070 0 5
364641 0 1
364641 0 4
366470 0 3
367570 0 6
369195 0 5
369195 0 6
370847 0 4
371945 0 3
